predict score,label
0.942354568,1
0.924880306,1
0.936305074,1
0.929986588,1
0.965740458,1
0.92534494,1
0.95120699,1
0.956589651,1
0.938970613,1
0.994442876,1
0.282375969,1
0.966479691,1
0.968869944,1
0.967762725,1
0.971488269,1
0.995714132,1
0.900099893,1
0.993992023,1
0.965676777,1
0.983017242,1
0.99558504,1
0.591054495,1
0.979182688,1
0.904951465,1
0.964870552,1
0.971250665,1
0.998141408,1
0.998326361,1
0.980118247,1
0.929583816,1
0.99326431,1
0.980012512,1
0.993744715,1
0.830378056,1
0.992946815,1
0.98832469,1
0.991022313,1
0.995988965,1
0.991698917,1
0.998497077,1
0.991061346,1
0.991177785,1
0.991047569,1
0.968056707,1
0.976048485,1
0.879479686,1
0.989544642,1
0.976057164,1
0.916716361,1
0.997693582,1
0.997764818,1
0.990858825,1
0.995451379,1
0.991325116,1
0.776028864,1
0.305334311,1
0.865614827,1
0.943439162,1
0.90273486,1
0.996555523,1
0.99484481,1
0.989724012,1
0.933809006,1
0.916881224,1
0.99779282,1
0.991068721,1
0.990843662,1
0.391103295,1
0.974271373,1
0.801324975,1
0.986946269,1
0.997971515,1
0.899986128,1
0.994392105,1
0.486713835,1
0.973441676,1
0.971673437,1
0.955503464,1
0.982700968,1
0.972185727,1
0.999622166,1
0.999660695,1
0.981270587,1
0.956348991,1
0.820663317,1
0.997440124,1
0.989729098,1
0.902877899,1
0.972178467,1
0.985406427,1
0.97797157,1
0.830812562,1
0.996268594,1
0.960630035,1
0.898762985,1
0.98698597,1
0.900650922,1
0.98805728,1
0.994745922,1
0.997508729,1
0.994090354,1
0.987168113,1
0.995099346,1
0.9939405,1
0.990517326,1
0.987061401,1
0.987570226,1
0.990403004,1
0.997053734,1
0.996302803,1
0.989978925,1
0.993646463,1
0.990933526,1
0.995673641,1
0.994905762,1
0.995229228,1
0.994987893,1
0.996253602,1
0.995383036,1
0.921041103,1
0.999064771,1
0.842011237,1
0.996884966,1
0.812806753,1
0.5970605,1
0.847807002,1
0.928225891,1
0.966787577,1
0.953907466,1
0.814817444,1
0.948746757,1
0.891390149,1
0.866766739,1
0.936938592,1
0.940237582,1
0.948442912,1
0.985090578,1
0.980681737,1
0.555143158,1
0.512909647,1
0.991736495,1
0.757631775,1
0.990693847,1
0.980129131,1
0.671374017,1
0.973586424,1
0.946587392,1
0.425385142,1
0.992771626,1
0.785927534,1
0.957486717,1
0.689334238,1
0.982404828,1
0.963497833,1
0.936454614,1
0.920120712,1
0.893629539,1
0.983347134,1
0.995287629,1
0.99726183,1
0.971380389,1
0.828699255,1
0.995361475,1
0.998011887,1
0.993351054,1
0.765442526,1
0.962349399,1
0.98876396,1
0.806003622,1
0.985722729,1
0.871758266,1
0.991685891,1
0.989848638,1
0.955856522,1
0.856139835,1
0.92871811,1
0.730959193,1
0.984012771,1
0.995845763,1
0.994533678,1
0.991914487,1
0.767857188,1
0.621007264,1
0.918592699,1
0.970425705,1
0.967536569,1
0.959332327,1
0.63974092,1
0.253761648,1
0.995217808,1
0.992965213,1
0.824180349,1
0.924235324,1
0.985617451,1
0.99755406,1
0.819876564,1
0.988339794,1
0.988025765,1
0.915925487,1
0.631040243,1
0.928789194,1
0.970509609,1
0.9555468,1
0.357962258,1
0.999176653,1
0.963097052,1
0.320847347,1
0.994729006,1
0.99368337,1
0.993947272,1
0.978285225,1
0.954278278,1
0.953848275,1
0.992863973,1
0.907477482,1
0.995200014,1
0.988033438,1
0.936442737,1
0.955948099,1
0.971095435,1
0.908490094,1
0.903791877,1
0.962298397,1
0.991000748,1
0.975560594,1
0.77605115,1
0.969211988,1
0.554062818,1
0.984819651,1
0.986548042,1
0.833372815,1
0.621667957,1
0.463473628,1
0.964726285,1
0.482812783,1
0.969272848,1
0.984958748,1
0.751281748,1
0.963268014,1
0.984780327,1
0.991855955,1
0.994188889,1
0.995052962,1
0.990756849,1
0.99390099,1
0.998316836,1
0.993289864,1
0.548013098,1
0.985132988,1
0.980043773,1
0.997130716,1
0.936091844,1
0.989660947,1
0.362727128,1
0.215062977,1
0.775642077,1
0.257737648,1
0.990587962,1
0.997829775,1
0.644150682,1
0.984068028,1
0.891909309,1
0.184019807,1
0.744373657,1
0.977841981,1
0.970144228,1
0.978928641,1
0.784614567,1
0.849205081,1
0.13381725,1
0.967449009,1
0.855615187,1
0.967295349,1
0.631025267,1
0.852088682,1
0.935149252,1
0.997710029,1
0.960295232,1
0.985700115,1
0.949147753,1
0.988003774,1
0.9920922,1
0.991410291,1
0.970887526,1
0.998287058,1
0.984237862,1
0.94646974,1
0.933686562,1
0.92212735,1
0.921589092,1
0.978082307,1
0.975069515,1
0.984183923,1
0.408934003,1
0.96186808,1
0.99329799,1
0.951484442,1
0.850762753,1
0.392690071,1
0.904912329,1
0.999779801,1
0.221508031,1
0.423666408,1
0.961212297,1
0.115510398,1
0.990583189,1
0.494687863,1
0.990415013,1
0.723358868,1
0.949450731,1
0.770058043,1
0.983705775,1
0.991070235,1
0.977523196,1
0.498486394,1
0.946067202,1
0.235311392,1
0.754968172,1
0.924285877,1
0.983289023,1
0.984333305,1
0.976889396,1
0.984989663,1
0.977122744,1
0.998234562,1
0.983802001,1
0.967209037,1
0.576485531,1
0.960990135,1
0.921358716,1
0.964775689,1
0.948719688,1
0.58026066,1
0.999014215,1
0.998506943,1
0.997724779,1
0.994558156,1
0.976032333,1
0.99179941,1
0.994852086,1
0.415122493,1
0.905419827,1
0.994830032,1
0.997059405,1
0.993722268,1
0.993093375,1
0.973390933,1
0.967794653,1
0.981025736,1
0.745005224,1
0.793092448,1
0.735921655,1
0.986262659,1
0.755303741,1
0.828389641,1
0.565127069,1
0.970971278,1
0.993094603,1
0.949303071,1
0.869444704,1
0.81134997,1
0.998105661,1
0.997857455,1
0.445812388,1
0.995388246,1
0.390696204,1
0.888322441,1
0.993122725,1
0.540611135,1
0.442402518,1
0.997308461,1
0.993322631,1
0.895429655,1
0.801158826,1
0.985122995,1
0.980758814,1
0.987968854,1
0.992472176,1
0.968072013,1
0.993156119,1
0.997732127,1
0.995633372,1
0.94765813,1
0.657549653,1
0.991348787,1
0.964325142,1
0.765083003,1
0.964458136,1
0.606846684,1
0.969456371,1
0.764890329,1
0.93843958,1
0.14204285,1
0.973265978,1
0.863527962,1
0.994715671,1
0.992849731,1
0.998524348,1
0.682704683,1
0.518614282,1
0.912211561,1
0.891548737,1
0.916665264,1
0.559057956,1
0.828423053,1
0.699485594,1
0.823797719,1
0.936811841,1
0.990823046,1
0.995903142,1
0.995380394,1
0.966525447,1
0.999425268,1
0.973981547,1
0.989235771,1
0.572383944,1
0.33719729,1
0.198402268,1
0.994050666,1
0.989171978,1
0.983200777,1
0.987054193,1
0.992100672,1
0.988810488,1
0.627926387,1
0.973650976,1
0.941802716,1
0.877324589,1
0.992239058,1
0.971084332,1
0.996306423,1
0.986458619,1
0.996441408,1
0.964437123,1
0.996972605,1
0.994297111,1
0.997858799,1
0.919578254,1
0.546166911,1
0.975674387,1
0.973070872,1
0.958640687,1
0.989917493,1
0.969626033,1
0.026842415,1
0.767349223,1
0.989048839,1
0.743555381,1
0.797070634,1
0.566393946,1
0.992805235,1
0.994581521,1
0.85733614,1
0.948295522,1
0.934918936,1
0.956022863,1
0.997561797,1
0.906927415,1
0.891253424,1
0.965491172,1
0.655508824,1
0.964930141,1
0.929608198,1
0.984238811,1
0.96123594,1
0.971593352,1
0.853241503,1
0.995950909,1
0.971762598,1
0.956505815,1
0.994794679,1
0.932716,1
0.836985532,1
0.986889152,1
0.979174769,1
0.988303077,1
0.960878726,1
0.989042433,1
0.982531377,1
0.878694956,1
0.999049842,1
0.988261795,1
0.980334437,1
0.994573613,1
0.987385567,1
0.905250565,1
0.945039392,1
0.994014664,1
0.75512319,1
0.985860626,1
0.979713035,1
0.495600167,1
0.998120848,1
0.985651354,1
0.982229241,1
0.996752004,1
0.990377549,1
0.9904598,1
0.788364104,1
0.954503381,1
0.923752713,1
0.693576306,1
0.922321184,1
0.989354837,1
0.999424052,1
0.989441486,1
0.759043058,1
0.811649315,1
0.986138864,1
0.987663635,1
0.98519177,1
0.982101297,1
0.982476552,1
0.979509954,1
0.982887991,1
0.982308817,1
0.985148239,1
0.980223326,1
0.983259829,1
0.976812279,1
0.989240324,1
0.994920743,1
0.280276359,1
0.989383014,1
0.978698623,1
0.757116954,1
0.4836216,1
0.986130671,1
0.998226746,1
0.922094719,1
0.638774649,1
0.789529594,1
0.921508582,1
0.88639185,1
0.805039517,1
0.783690224,1
0.869516206,1
0.784866772,1
0.347663425,1
0.716514113,1
0.961746546,1
0.993045135,1
0.948929874,1
0.990277457,1
0.999508393,1
0.977941255,1
0.98445106,1
0.959224037,1
0.963983583,1
0.980569375,1
0.947463048,1
0.85448905,1
0.94655482,1
0.93983262,1
0.943360007,1
0.941938496,1
0.939600853,1
0.919891087,1
0.940167809,1
0.95060153,1
0.949822378,1
0.897849313,1
0.886643334,1
0.879748392,1
0.9920434,1
0.96475292,1
0.832116878,1
0.994873973,1
0.968729178,1
0.983966478,1
0.992116737,1
0.834750521,1
0.997696642,1
0.987440034,1
0.984126858,1
0.990076923,1
0.997609313,1
0.993006877,1
0.934593157,1
0.905294871,1
0.998913459,1
0.687521851,1
0.733236851,1
0.961524487,1
0.992244196,1
0.995929889,1
0.895685955,1
0.992177176,1
0.996211406,1
0.996394567,1
0.99707092,1
0.969265433,1
0.996788931,1
0.988797212,1
0.861817324,1
0.974521859,1
0.949890379,1
0.966746231,1
0.962397293,1
0.898885632,1
0.475063305,1
0.028674307,1
0.977734876,1
0.984126139,1
0.832867821,1
0.995073688,1
0.894468482,1
0.988129262,1
0.999018804,1
0.892069018,1
0.99066633,1
0.957534405,1
0.985003054,1
0.638434952,1
0.986520875,1
0.997974761,1
