predict score,label
0.999209321,1
0.964355699,1
0.996151702,1
0.994069962,1
0.999496841,1
0.998720829,1
0.970032402,1
0.998988728,1
0.955853883,1
0.990753551,1
0.995690338,1
0.99631844,1
0.551001332,1
0.977183247,1
0.999052608,1
0.997649324,1
0.9941992,1
0.998849587,1
0.980284909,1
0.996958756,1
0.998750079,1
0.991642435,1
0.910995277,1
0.994154147,1
0.966733674,1
0.998965482,1
0.868879525,1
0.991751142,1
0.942155313,1
0.819152685,1
0.993461422,1
0.994719334,1
0.99800274,1
0.978048583,1
0.995239921,1
0.927488462,1
0.981513822,1
0.989295006,1
0.958207913,1
0.989231638,1
0.980298102,1
0.965323726,1
0.90045193,1
0.996655675,1
0.605129109,1
0.992517829,1
0.998596962,1
0.998535017,1
0.999422518,1
0.993235711,1
0.817742956,1
0.824583415,1
0.92435319,1
0.943754192,1
0.97275331,1
0.998973513,1
0.995832582,1
0.946167703,1
0.681657894,1
0.990066707,1
0.930460838,1
0.985159715,1
0.998936435,1
0.968457413,1
0.629301804,1
0.985875873,1
0.999822625,1
0.997119757,1
0.991456497,1
0.997573765,1
0.996278834,1
0.995286047,1
0.908886786,1
0.976422103,1
0.0140423,1
0.016153577,1
0.955833769,1
0.050947718,1
0.972062091,1
0.969358706,1
0.985776718,1
0.972607231,1
0.981426156,1
0.729263439,1
0.992349088,1
0.938631701,1
0.998405417,1
0.998795362,1
0.988149603,1
0.977310181,1
0.91391379,1
0.118612513,1
0.992577362,1
0.996480926,1
0.993593744,1
0.969854081,1
0.995843736,1
0.997206175,1
0.9987047,1
0.009683294,1
0.226900518,1
0.994442777,1
0.994729249,1
0.998302042,1
0.998930864,1
0.99714973,1
0.997467077,1
0.994043986,1
0.994722946,1
0.999051114,1
0.960729925,1
0.997886709,1
0.998168914,1
0.60847069,1
0.994177679,1
0.999395259,1
0.996164592,1
0.998665539,1
0.999023517,1
0.29870145,1
0.9761718,1
0.999694979,1
0.992450245,1
0.799802683,1
0.991717013,1
0.998212186,1
0.981104819,1
0.949181302,1
0.985959999,1
0.989728324,1
0.007796271,1
0.998263725,1
0.942354568,1
0.924880306,1
0.936305074,1
0.929986588,1
0.965740458,1
0.967451652,1
0.92534494,1
0.95120699,1
0.956589651,1
0.975573226,1
0.941927775,1
0.818271669,1
0.975253395,1
0.938970613,1
0.8896553,1
0.888555272,1
0.948942216,1
0.977266069,1
0.878729534,1
0.857346892,1
0.979900813,1
0.982418307,1
0.981483452,1
0.942194927,1
0.959486278,1
0.979747641,1
0.975242186,1
0.887290275,1
0.894584906,1
0.895768543,1
0.890384595,1
0.909805536,1
0.884193889,1
0.868635496,1
0.897032122,1
0.927738082,1
0.908311371,1
0.905229807,1
0.938534816,1
0.964211245,1
0.901792463,1
0.942883523,1
0.936044482,1
0.876898849,1
0.978852975,1
0.994044379,1
0.998755248,1
0.998235555,1
0.998367604,1
0.998973127,1
0.948968701,1
0.998444593,1
0.99807684,1
0.99970001,1
0.994779034,1
0.998426946,1
0.99817491,1
0.99350222,1
0.983480453,1
0.994091098,1
0.974647502,1
0.003793924,1
0.972940624,1
0.991582433,1
0.991108195,1
0.991354942,1
0.981389332,1
0.930918304,1
0.999040059,1
0.876348658,1
0.989670356,1
0.000273435,1
0.640291244,1
0.998715432,1
0.991168114,1
0.978468748,1
0.955063907,1
0.960363352,1
0.999903953,1
0.9992076,1
0.984641572,1
0.35932575,1
0.38820693,1
0.719359847,1
0.999765746,1
0.999218015,1
0.986532323,1
0.909043785,1
0.993455184,1
0.999109876,1
0.999581989,1
0.999499647,1
0.986025818,1
0.904202517,1
0.967736073,1
0.946544604,1
0.998243062,1
0.953935901,1
0.934291232,1
0.998970246,1
0.87694306,1
0.622317163,1
0.994866196,1
0.999183198,1
0.998974129,1
0.998899738,1
0.999100554,1
0.994442876,1
0.245153091,1
0.961423731,1
0.589222261,1
0.99971145,1
0.997694798,1
0.992061818,1
0.992684921,1
0.690275999,1
0.997678069,1
0.741229552,1
0.69779344,1
0.997218283,1
0.983477883,1
0.990877457,1
0.970706562,1
0.988982185,1
0.992669725,1
0.990604786,1
0.976169407,1
0.992707288,1
0.830874022,1
0.972064757,1
0.970520079,1
0.999321973,1
0.999630558,1
0.928415167,1
0.993456284,1
0.875100521,1
0.991773895,1
0.998016437,1
0.282375969,1
0.767199194,1
0.752521209,1
0.999516499,1
0.975532806,1
0.991565231,1
0.800799068,1
0.941576191,1
0.856458334,1
0.838626238,1
0.998936343,1
0.958712073,1
0.984215609,1
0.973182221,1
0.050082568,1
0.981209417,1
0.944688916,1
0.993949823,1
0.994775808,1
0.999144355,1
0.895178545,1
0.999007761,1
0.838294744,1
0.998710215,1
0.966479691,1
0.968869944,1
0.967762725,1
0.971488269,1
0.999729427,1
0.957066294,1
0.590516311,1
0.9601716,1
0.988724363,1
0.99683133,1
0.999544112,1
0.992208362,1
0.00316246,1
0.965109734,1
0.962035664,1
0.999193259,1
0.998884944,1
0.631402912,1
0.998817114,1
0.995714132,1
0.962919247,1
0.993925063,1
0.962828879,1
0.994112547,1
0.998962947,1
0.998715599,1
0.985111868,1
0.996304794,1
0.985835505,1
0.966307306,1
0.980380388,1
0.749673466,1
0.900099893,1
0.858435253,1
0.968781054,1
0.999283516,1
0.987191272,1
0.998166768,1
0.972472839,1
0.869842347,1
0.973879194,1
0.999856973,1
0.998646502,1
0.993992023,1
0.842775754,1
0.999311678,1
0.999037425,1
0.999661767,1
0.99975483,1
0.965676777,1
0.723606392,1
0.98234185,1
0.913101689,1
0.403504017,1
0.862730889,1
0.803061829,1
0.79250133,1
0.577443219,1
0.96090883,1
0.999888094,1
0.989083405,1
0.937220136,1
0.946255887,1
0.982448848,1
0.978217538,1
0.997061642,1
0.901521635,1
0.886594292,1
0.740221461,1
0.954631464,1
0.998368458,1
0.972285565,1
0.989416067,1
0.967971357,1
0.983017242,1
0.996736209,1
0.997252882,1
0.99648929,1
0.992143162,1
0.99848278,1
0.998914925,1
0.999254719,1
0.999078417,1
0.944191182,1
0.993547412,1
0.999007511,1
0.999360394,1
0.991630618,1
0.519807932,1
0.634171851,1
0.602429231,1
0.610511604,1
0.611015529,1
0.538426708,1
0.524984648,1
0.999586634,1
0.99547077,1
0.999613535,1
0.99558504,1
0.591054495,1
0.979182688,1
0.999055938,1
0.995897079,1
0.998084112,1
0.998645914,1
0.594570801,1
0.999038891,1
0.997988836,1
0.998831371,1
0.996252342,1
0.999053768,1
0.998862529,1
0.974501324,1
0.988262081,1
0.997952493,1
0.98789477,1
0.582593882,1
0.999639368,1
0.938402855,1
0.995668797,1
0.99898814,1
0.989890802,1
0.966310716,1
0.960031335,1
0.986513611,1
0.904951465,1
0.964870552,1
0.994950593,1
0.998643637,1
0.963464467,1
0.906047002,1
0.005891612,1
0.999331796,1
0.922643073,1
0.992694672,1
0.961547474,1
0.948805781,1
0.927088968,1
0.987366633,1
0.990960817,1
0.994496743,1
0.93937995,1
0.988438555,1
0.346445909,1
0.988724407,1
0.974108779,1
0.974174702,1
0.86397951,1
0.958296935,1
0.998872765,1
0.943345459,1
0.971250665,1
0.999305141,1
0.992342599,1
0.978948009,1
0.993417112,1
0.683442881,1
0.999052624,1
0.999780917,1
0.995948128,1
0.999377012,1
0.985932716,1
0.999304708,1
0.966300456,1
0.869512836,1
0.999041891,1
0.999463344,1
0.821820323,1
0.98977075,1
0.954681957,1
0.944900358,1
0.998141408,1
0.991203956,1
0.998326361,1
0.953708955,1
0.999265571,1
0.996430989,1
0.998726984,1
0.970742393,1
0.998565896,1
0.876522024,1
0.999607019,1
0.999627948,1
0.998828526,1
0.934195312,1
0.969409768,1
