predict score,label
0.999209321,1
0.019840133,0
0.964355699,1
0.980487657,0
0.996151702,1
0.73452672,0
0.994069962,1
0.012992883,0
0.999496841,1
0.008099237,0
0.998720829,1
0.887646532,0
0.970032402,1
0.015408508,0
0.998988728,1
2.96E-06,0
0.955853883,1
0.95910788,0
0.990753551,1
0.930876398,0
0.995690338,1
0.999755657,0
0.99631844,1
0.016354675,0
0.551001332,1
0.129390998,0
0.977183247,1
0.36608267,0
0.999052608,1
0.003231984,0
0.997649324,1
0.059238986,0
0.9941992,1
0.026410973,0
0.998849587,1
0.277058313,0
0.980284909,1
0.005182968,0
0.996958756,1
0.122902934,0
0.998750079,1
0.006787729,0
0.991642435,1
0.998019429,0
0.910995277,1
0.734953711,0
0.994154147,1
0.023210662,0
0.966733674,1
0.063607548,0
0.998965482,1
0.052509725,0
0.868879525,1
0.363636264,0
0.991751142,1
0.050653633,0
0.942155313,1
0.553766034,0
0.819152685,1
0.740721299,0
0.993461422,1
0.066282232,0
0.994719334,1
0.891550231,0
0.99800274,1
0.933867137,0
0.978048583,1
0.930160065,0
0.995239921,1
0.90373114,0
0.927488462,1
0.008947465,0
0.981513822,1
0.999836349,0
0.989295006,1
0.704967626,0
0.958207913,1
0.95749052,0
0.989231638,1
0.997574321,0
0.980298102,1
0.939740558,0
0.965323726,1
0.872398496,0
0.90045193,1
0.487782929,0
0.996655675,1
0.985896146,0
0.992517829,1
0.020065441,0
0.998596962,1
0.911103622,0
0.998535017,1
0.039204423,0
0.999422518,1
0.63334761,0
0.993235711,1
0.999458055,0
0.92435319,1
0.985021234,0
0.943754192,1
0.215852849,0
0.97275331,1
0.99353989,0
0.998973513,1
0.01402598,0
0.995832582,1
0.350484129,0
0.946167703,1
0.001521794,0
0.681657894,1
0.000336243,0
0.990066707,1
0.042632313,0
0.930460838,1
0.031710641,0
0.985159715,1
0.017325328,0
0.998936435,1
0.025908488,0
0.985875873,1
0.032882062,0
0.999822625,1
0.81222223,0
0.997119757,1
0.340999721,0
0.991456497,1
0.710081363,0
0.997573765,1
0.251827323,0
0.996278834,1
0.020559382,0
0.995286047,1
0.934653219,0
0.908886786,1
0.004494879,0
0.976422103,1
0.73158929,0
0.955833769,1
0.138102919,0
0.050947718,1
0.45814314,0
0.972062091,1
0.002717274,0
0.969358706,1
0.963513072,0
0.985776718,1
0.615167842,0
0.972607231,1
0.458583777,0
0.981426156,1
0.975728424,0
0.729263439,1
0.931736207,0
0.992349088,1
0.099321521,0
0.938631701,1
0.910392872,0
0.997011995,1
0.945952253,0
0.998795362,1
0.017621451,0
0.988149603,1
0.426136767,0
0.977310181,1
0.011261054,0
0.91391379,1
0.999711482,0
0.118612513,1
0.020299823,0
0.992577362,1
0.097765278,0
0.996480926,1
0.148069229,0
0.993593744,1
0.965124492,0
0.969854081,1
0.992789968,0
0.995843736,1
0.84840215,0
0.997206175,1
0.77044727,0
0.9987047,1
0.321057331,0
0.994442777,1
0.154199138,0
0.994729249,1
0.098159021,0
0.998302042,1
0.40869059,0
0.998930864,1
0.170853472,0
0.99714973,1
0.201759382,0
0.997467077,1
0.431363563,0
0.994043986,1
0.000100372,0
0.994722946,1
0.008859505,0
0.999051114,1
0.070418119,0
0.960729925,1
0.025050645,0
0.997886709,1
0.001392722,0
0.998168914,1
0.893693181,0
0.60847069,1
0.023681531,0
0.994177679,1
0.005812074,0
0.999395259,1
0.999371541,0
0.996164592,1
0.348129853,0
0.998279866,1
0.00010469,0
0.997894025,1
0.013850836,0
0.999694979,1
0.013488405,0
0.992450245,1
0.019176668,0
0.799802683,1
0.765626653,0
0.991717013,1
0.07188751,0
0.998212186,1
0.010727573,0
0.981104819,1
0.00082374,0
0.949181302,1
0.166449599,0
0.985959999,1
0.294177836,0
0.989728324,1
